|||Timestamp (ms)||	Feedback|||
606046 -1831.0;0.0;8.0;4.0;0;0;0;0
606129 -1887.0;0.0;8.0;4.0;0;0;0;0
606201 -1942.0;0.0;8.0;4.0;0;0;0;0
606285 -2002.0;0.0;8.0;4.0;0;0;0;0
606368 -2057.0;0.0;8.0;4.0;0;0;0;0
606471 -2132.0;0.0;8.0;4.0;0;0;0;0
606554 -2191.0;0.0;8.0;4.0;0;0;0;0
606667 -2281.0;0.0;8.0;4.0;0;0;0;0
606781 -2367.0;0.0;8.0;4.0;0;0;0;0
606843 -2420.0;0.0;8.0;4.0;0;0;0;0
606906 -2466.0;0.0;8.0;4.0;0;0;0;0
606988 -2531.0;0.0;8.0;4.0;0;0;0;0
607051 -2580.0;0.0;8.0;4.0;0;0;0;0
607133 -2646.0;0.0;8.0;4.0;0;0;0;0
607205 -2708.0;0.0;8.0;4.0;0;0;0;0
607287 -2771.0;0.0;8.0;4.0;0;0;0;0
607369 -2834.0;0.0;8.0;4.0;0;0;0;0
607472 -2914.0;0.0;8.0;4.0;0;0;0;0
607574 -2994.0;0.0;8.0;4.0;0;0;0;0
607667 -3074.0;0.0;8.0;4.0;0;0;0;0
607791 -3170.0;0.0;8.0;4.0;0;0;0;0
607854 -3218.0;0.0;8.0;4.0;0;0;0;0
607926 -3283.0;0.0;8.0;4.0;0;0;0;0
607988 -3329.0;0.0;8.0;4.0;0;0;0;0
608070 -3394.0;0.0;8.0;4.0;0;0;0;0
608153 -3458.0;0.0;8.0;4.0;0;0;0;0
608226 -3525.0;0.0;8.0;4.0;0;0;0;0
608308 -3587.0;0.0;8.0;4.0;0;0;0;0
608391 -3650.0;0.0;8.0;4.0;0;0;0;0
608493 -3730.0;0.0;8.0;4.0;0;0;0;0
608596 -3810.0;0.0;8.0;4.0;0;0;0;0
608710 -3904.0;0.0;8.0;4.0;0;0;0;0
608814 -3987.0;0.0;8.0;4.0;0;0;0;0
608876 -4034.0;0.0;8.0;4.0;0;0;0;0
608949 -4099.0;0.0;8.0;4.0;0;0;0;0
609031 -4165.0;0.0;8.0;4.0;0;0;0;0
609093 -4210.0;0.0;8.0;4.0;0;0;0;0
609175 -4274.0;0.0;8.0;4.0;0;0;0;0
609248 -4339.0;0.0;8.0;4.0;0;0;0;0
609331 -4406.0;0.0;8.0;4.0;0;0;0;0
609425 -4486.0;0.0;8.0;4.0;0;0;0;0
609529 -4566.0;0.0;8.0;4.0;0;0;0;0
609631 -4646.0;0.0;8.0;4.0;0;0;0;0
609735 -4726.0;0.0;8.0;4.0;0;0;0;0
609828 -4807.0;0.0;8.0;4.0;0;0;0;0
609890 -4852.0;0.0;8.0;4.0;0;0;0;0
609972 -4916.0;0.0;8.0;4.0;0;0;0;0
610045 -4981.0;0.0;8.0;4.0;0;0;0;0
610107 -5029.0;0.0;8.0;4.0;0;0;0;0
610190 -5093.0;0.0;8.0;4.0;0;0;0;0
610273 -5157.0;0.0;8.0;4.0;0;0;0;0
610356 -5222.0;0.0;8.0;4.0;0;0;0;0
610448 -5302.0;0.0;8.0;4.0;0;0;0;0
610551 -5382.0;0.0;8.0;4.0;0;0;0;0
610653 -5462.0;0.0;8.0;4.0;0;0;0;0
610756 -5542.0;0.0;8.0;4.0;0;0;0;0
610849 -5622.0;0.0;8.0;4.0;0;0;0;0
610912 -5668.0;0.0;8.0;4.0;0;0;0;0
610994 -5733.0;0.0;8.0;4.0;0;0;0;0
611066 -5797.0;0.0;8.0;4.0;0;0;0;0
611128 -5848.0;0.0;8.0;4.0;0;0;0;0
611210 -5907.0;0.0;8.0;4.0;0;0;0;0
611293 -5973.0;0.0;8.0;4.0;0;0;0;0
611377 -6037.0;0.0;8.0;4.0;0;0;0;0
611470 -6117.0;0.0;8.0;4.0;0;0;0;0
611572 -6196.0;0.0;8.0;4.0;0;0;0;0
611675 -6276.0;0.0;8.0;4.0;0;0;0;0
611769 -6356.0;0.0;8.0;4.0;0;0;0;0
611873 -6436.0;0.0;8.0;4.0;0;0;0;0
611937 -6486.0;0.0;8.0;4.0;0;0;0;0
612009 -6546.0;0.0;8.0;4.0;0;0;0;0
612071 -6595.0;0.0;8.0;4.0;0;0;0;0
612153 -6660.0;0.0;8.0;4.0;0;0;0;0
612236 -6724.0;0.0;8.0;4.0;0;0;0;0
612308 -6785.0;0.0;8.0;4.0;0;0;0;0
612390 -6851.0;0.0;8.0;4.0;0;0;0;0
612494 -6930.0;0.0;8.0;4.0;0;0;0;0
612588 -7010.0;0.0;8.0;4.0;0;0;0;0
612692 -7090.0;0.0;8.0;4.0;0;0;0;0
612797 -7170.0;0.0;8.0;4.0;0;0;0;0
612889 -7250.0;0.0;8.0;4.0;0;0;0;0
612951 -7298.0;0.0;8.0;4.0;0;0;0;0
613033 -7364.0;0.0;8.0;4.0;0;0;0;0
613096 -7410.0;0.0;8.0;4.0;0;0;0;0
613169 -7474.0;0.0;8.0;4.0;0;0;0;0
613253 -7538.0;0.0;8.0;4.0;0;0;0;0
613336 -7605.0;0.0;8.0;4.0;0;0;0;0
613409 -7668.0;0.0;8.0;4.0;0;0;0;0
613512 -7743.999;0.0;8.0;4.0;0;0;0;0
613615 -7824.0;0.0;8.0;4.0;0;0;0;0
613718 -7906.0;0.0;8.0;4.0;0;0;0;0
613811 -7984.0;0.0;8.0;4.0;0;0;0;0
613903 -8058.001;0.0;8.0;4.0;0;0;0;0
613976 -8114.0;0.0;8.0;4.0;0;0;0;0
614038 -8165.0;0.0;8.0;4.0;0;0;0;0
614110 -8225.0;0.0;8.0;4.0;0;0;0;0
614193 -8290.0;0.0;8.0;4.0;0;0;0;0
614275 -8355.0;0.0;8.0;4.0;0;0;0;0
614348 -8420.0;0.0;8.0;4.0;0;0;0;0
614431 -8486.0;0.0;8.0;4.0;0;0;0;0
614534 -8566.0;0.0;8.0;4.0;0;0;0;0
614637 -8646.0;0.0;8.0;4.0;0;0;0;0
614731 -8727.0;0.0;8.0;4.0;0;0;0;0
614835 -8806.0;0.0;8.0;4.0;0;0;0;0
614918 -8866.0;0.0;8.0;4.0;0;0;0;0
614991 -8932.0;0.0;8.0;4.0;0;0;0;0
615052 -8981.0;0.0;8.0;4.0;0;0;0;0
615134 -9047.0;0.0;8.0;4.0;0;0;0;0
615207 -9110.0;0.0;8.0;4.0;0;0;0;0
615290 -9172.999;0.0;8.0;4.0;0;0;0;0
615373 -9237.0;0.0;8.0;4.0;0;0;0;0
615457 -9302.0;0.0;8.0;4.0;0;0;0;0
615551 -9382.0;0.0;8.0;4.0;0;0;0;0
615634 -9448.0;0.0;8.0;4.0;0;0;0;0
615758 -9542.0;0.0;8.0;4.0;0;0;0;0
615861 -9622.001;0.0;8.0;4.0;0;0;0;0
615934 -9686.999;0.0;8.0;4.0;0;0;0;0
615996 -9733.0;0.0;8.0;4.0;0;0;0;0
616078 -9797.0;0.0;8.0;4.0;0;0;0;0
616140 -9848.0;0.0;8.0;4.0;0;0;0;0
616212 -9910.0;0.0;8.0;4.0;0;0;0;0
616295 -9973.0;0.0;8.0;4.0;0;0;0;0
616379 -10037.0;0.0;8.0;4.0;0;0;0;0
616462 -10101.0;0.0;8.0;4.0;0;0;0;0
616555 -10181.0;0.0;8.0;4.0;0;0;0;0
616658 -10261.0;0.0;8.0;4.0;0;0;0;0
616752 -10341.0;0.0;8.0;4.0;0;0;0;0
616876 -10436.0;0.0;8.0;4.0;0;0;0;0
616949 -10500.0;0.0;8.0;4.0;0;0;0;0
617012 -10549.0;0.0;8.0;4.0;0;0;0;0
617093 -10611.0;0.0;8.0;4.0;0;0;0;0
617155 -10660.0;0.0;8.0;4.0;0;0;0;0
617237 -10725.0;0.0;8.0;4.0;0;0;0;0
617320 -10789.0;0.0;8.0;4.0;0;0;0;0
617393 -10851.0;0.0;8.0;4.0;0;0;0;0
617476 -10914.0;0.0;8.0;4.0;0;0;0;0
617579 -10994.0;0.0;8.0;4.0;0;0;0;0
617673 -11074.0;0.0;8.0;4.0;0;0;0;0
617796 -11170.0;0.0;8.0;4.0;0;0;0;0
617910 -11267.0;0.0;8.0;4.0;0;0;0;0
617973 -11314.0;0.0;8.0;4.0;0;0;0;0
618036 -11364.0;0.0;8.0;4.0;0;0;0;0
618117 -11426.0;0.0;8.0;4.0;0;0;0;0
618189 -11490.0;0.0;8.0;4.0;0;0;0;0
618272 -11554.0;0.0;8.0;4.0;0;0;0;0
618355 -11618.0;0.0;8.0;4.0;0;0;0;0
618438 -11685.0;0.0;8.0;4.0;0;0;0;0
618521 -11746.0;0.0;8.0;4.0;0;0;0;0
618614 -11824.0;0.0;8.0;4.0;0;0;0;0
618716 -11905.0;0.0;8.0;4.0;0;0;0;0
618840 -12004.0;0.0;8.0;4.0;0;0;0;0
618933 -12085.0;0.0;8.0;4.0;0;0;0;0
618995 -12130.0;0.0;8.0;4.0;0;0;0;0
619077 -12195.0;0.0;8.0;4.0;0;0;0;0
619139 -12245.0;0.0;8.0;4.0;0;0;0;0
619222 -12305.0;0.0;8.0;4.0;0;0;0;0
619295 -12371.0;0.0;8.0;4.0;0;0;0;0
619378 -12435.0;0.0;8.0;4.0;0;0;0;0
619461 -12500.0;0.0;8.0;4.0;0;0;0;0
619553 -12580.0;0.0;8.0;4.0;0;0;0;0
619655 -12660.0;0.0;8.0;4.0;0;0;0;0
619758 -12740.0;0.0;8.0;4.0;0;0;0;0
619861 -12821.0;0.0;8.0;4.0;0;0;0;0
619954 -12901.0;0.0;8.0;4.0;0;0;0;0
620017 -12947.0;0.0;8.0;4.0;0;0;0;0
620099 -13013.0;0.0;8.0;4.0;0;0;0;0
620161 -13061.0;0.0;8.0;4.0;0;0;0;0
620233 -13127.0;0.0;8.0;4.0;0;0;0;0
620316 -13191.0;0.0;8.0;4.0;0;0;0;0
620400 -13253.0;0.0;8.0;4.0;0;0;0;0
620482 -13317.0;0.0;8.0;4.0;0;0;0;0
620574 -13397.0;0.0;8.0;4.0;0;0;0;0
620677 -13477.0;0.0;8.0;4.0;0;0;0;0
620780 -13558.0;0.0;8.0;4.0;0;0;0;0
620884 -13638.0;0.0;8.0;4.0;0;0;0;0
620967 -13708.0;0.0;8.0;4.0;0;0;0;0
621039 -13768.0;0.0;8.0;4.0;0;0;0;0
621101 -13813.0;0.0;8.0;4.0;0;0;0;0
621174 -13877.0;0.0;8.0;4.0;0;0;0;0
621257 -13942.0;0.0;8.0;4.0;0;0;0;0
621340 -14008.0;0.0;8.0;4.0;0;0;0;0
621422 -14069.0;0.0;8.0;4.0;0;0;0;0
621495 -14132.0;0.0;8.0;4.0;0;0;0;0
621598 -14212.0;0.0;8.0;4.0;0;0;0;0
621701 -14292.0;0.0;8.0;4.0;0;0;0;0
621803 -14372.0;0.0;8.0;4.0;0;0;0;0
621905 -14452.0;0.0;8.0;4.0;0;0;0;0
621979 -14516.0;0.0;8.0;4.0;0;0;0;0
622042 -14566.0;0.0;8.0;4.0;0;0;0;0
622114 -14629.0;0.0;8.0;4.0;0;0;0;0
622196 -14690.0;0.0;8.0;4.0;0;0;0;0
622278 -14755.0;0.0;8.0;4.0;0;0;0;0
622341 -14806.0;0.0;8.0;4.0;0;0;0;0
622435 -14885.0;0.0;8.0;4.0;0;0;0;0
622518 -14948.0;0.0;8.0;4.0;0;0;0;0
622612 -15025.0;0.0;8.0;4.0;0;0;0;0
622716 -15104.0;0.0;8.0;4.0;0;0;0;0
622819 -15188.0;0.0;8.0;4.0;0;0;0;0
622923 -15267.0;0.0;8.0;4.0;0;0;0;0
622996 -15330.0;0.0;8.0;4.0;0;0;0;0
623079 -15394.0;0.0;8.0;4.0;0;0;0;0
623141 -15444.0;0.0;8.0;4.0;0;0;0;0
623213 -15504.0;0.0;8.0;4.0;0;0;0;0
623297 -15570.0;0.0;8.0;4.0;0;0;0;0
623380 -15634.0;0.0;8.0;4.0;0;0;0;0
623462 -15698.0;0.0;8.0;4.0;0;0;0;0
623544 -15764.0;0.0;8.0;4.0;0;0;0;0
623636 -15845.0;0.0;8.0;4.0;0;0;0;0
623739 -15925.0;0.0;8.0;4.0;0;0;0;0
623841 -16005.0;0.0;8.0;4.0;0;0;0;0
623964 -16099.0;0.0;8.0;4.0;0;0;0;0
624016 -16145.0;0.0;8.0;4.0;0;0;0;0
624098 -16210.0;0.0;8.0;4.0;0;0;0;0
624181 -16274.0;0.0;8.0;4.0;0;0;0;0
624243 -16325.0;0.0;8.0;4.0;0;0;0;0
624316 -16386.0;0.0;8.0;4.0;0;0;0;0
624399 -16451.0;0.0;8.0;4.0;0;0;0;0
624482 -16515.0;0.0;8.0;4.0;0;0;0;0
624576 -16596.0;0.0;8.0;4.0;0;0;0;0
624681 -16676.0;0.0;8.0;4.0;0;0;0;0
624775 -16756.0;0.0;8.0;4.0;0;0;0;0
624879 -16836.0;0.0;8.0;4.0;0;0;0;0
624982 -16916.0;0.0;8.0;4.0;0;0;0;0
625056 -16981.0;0.0;8.0;4.0;0;0;0;0
625118 -17027.0;0.0;8.0;4.0;0;0;0;0
625200 -17093.0;0.0;8.0;4.0;0;0;0;0
625272 -17157.0;0.0;8.0;4.0;0;0;0;0
625345 -17208.0;0.0;8.0;4.0;0;0;0;0
625438 -17288.0;0.0;8.0;4.0;0;0;0;0
625521 -17348.0;0.0;8.0;4.0;0;0;0;0
625604 -17413.0;0.0;8.0;4.0;0;0;0;0
625697 -17493.0;0.0;8.0;4.0;0;0;0;0
625821 -17588.0;0.0;8.0;4.0;0;0;0;0
625925 -17668.0;0.0;8.0;4.0;0;0;0;0
625998 -17733.0;0.0;8.0;4.0;0;0;0;0
626081 -17797.0;0.0;8.0;4.0;0;0;0;0
626143 -17848.0;0.0;8.0;4.0;0;0;0;0
626217 -17908.0;0.0;8.0;4.0;0;0;0;0
626300 -17973.0;0.0;8.0;4.0;0;0;0;0
626383 -18037.0;0.0;8.0;4.0;0;0;0;0
626456 -18101.0;0.0;8.0;4.0;0;0;0;0
626538 -18167.0;0.0;8.0;4.0;0;0;0;0
626642 -18247.0;0.0;8.0;4.0;0;0;0;0
626724 -18311.0;0.0;8.0;4.0;0;0;0;0
626836 -18406.0;0.0;8.0;4.0;0;0;0;0
626949 -18486.0;0.0;8.0;4.0;0;0;0;0
627022 -18546.0;0.0;8.0;4.0;0;0;0;0
627085 -18595.0;0.0;8.0;4.0;0;0;0;0
627158 -18660.0;0.0;8.0;4.0;0;0;0;0
627240 -18725.0;0.0;8.0;4.0;0;0;0;0
627302 -18771.0;0.0;8.0;4.0;0;0;0;0
627384 -18834.0;0.0;8.0;4.0;0;0;0;0
627466 -18899.0;0.0;8.0;4.0;0;0;0;0
627560 -18979.0;0.0;8.0;4.0;0;0;0;0
627643 -19045.0;0.0;8.0;4.0;0;0;0;0
627746 -19125.0;0.0;8.0;4.0;0;0;0;0
627839 -19204.0;0.0;8.0;4.0;0;0;0;0
627963 -19298.0;0.0;8.0;4.0;0;0;0;0
628036 -19364.0;0.0;8.0;4.0;0;0;0;0
628099 -19410.0;0.0;8.0;4.0;0;0;0;0
628181 -19474.0;0.0;8.0;4.0;0;0;0;0
628254 -19538.0;0.0;8.0;4.0;0;0;0;0
628326 -19584.0;0.0;8.0;4.0;0;0;0;0
628398 -19650.0;0.0;8.0;4.0;0;0;0;0
628502 -19730.0;0.0;8.0;4.0;0;0;0;0
628585 -19794.0;0.0;8.0;4.0;0;0;0;0
628678 -19874.0;0.0;8.0;4.0;0;0;0;0
628782 -19954.0;0.0;8.0;4.0;0;0;0;0
628885 -20034.0;0.0;8.0;4.0;0;0;0;0
628998 -20130.0;0.0;8.0;4.0;0;0;0;0
629061 -20179.0;0.0;8.0;4.0;0;0;0;0
629143 -20245.0;0.0;8.0;4.0;0;0;0;0
629205 -20290.0;0.0;8.0;4.0;0;0;0;0
629277 -20355.0;0.0;8.0;4.0;0;0;0;0
629360 -20420.0;0.0;8.0;4.0;0;0;0;0
629445 -20486.0;0.0;8.0;4.0;0;0;0;0
629528 -20546.0;0.0;8.0;4.0;0;0;0;0
629621 -20626.0;0.0;8.0;4.0;0;0;0;0
629724 -20710.0;0.0;8.0;4.0;0;0;0;0
629818 -20786.0;0.0;8.0;4.0;0;0;0;0
629921 -20871.0;0.0;8.0;4.0;0;0;0;0
630023 -20949.0;0.0;8.0;4.0;0;0;0;0
630085 -20996.0;0.0;8.0;4.0;0;0;0;0
630167 -21061.0;0.0;8.0;4.0;0;0;0;0
630239 -21127.0;0.0;8.0;4.0;0;0;0;0
630302 -21173.0;0.0;8.0;4.0;0;0;0;0
630385 -21237.0;0.0;8.0;4.0;0;0;0;0
630467 -21302.0;0.0;8.0;4.0;0;0;0;0
630560 -21382.0;0.0;8.0;4.0;0;0;0;0
630642 -21448.0;0.0;8.0;4.0;0;0;0;0
630745 -21528.0;0.0;8.0;4.0;0;0;0;0
630849 -21608.0;0.0;8.0;4.0;0;0;0;0
630964 -21702.0;0.0;8.0;4.0;0;0;0;0
631047 -21768.0;0.0;8.0;4.0;0;0;0;0
631109 -21813.0;0.0;8.0;4.0;0;0;0;0
631182 -21877.0;0.0;8.0;4.0;0;0;0;0
631264 -21942.0;0.0;8.0;4.0;0;0;0;0
631326 -21991.0;0.0;8.0;4.0;0;0;0;0
631409 -22053.0;0.0;8.0;4.0;0;0;0;0
631482 -22116.0;0.0;8.0;4.0;0;0;0;0
631585 -22196.0;0.0;8.0;4.0;0;0;0;0
631668 -22261.0;0.0;8.0;4.0;0;0;0;0
631760 -22341.0;0.0;8.0;4.0;0;0;0;0
631864 -22421.0;0.0;8.0;4.0;0;0;0;0
631988 -22515.0;0.0;8.0;4.0;0;0;0;0
632061 -22580.0;0.0;8.0;4.0;0;0;0;0
632124 -22628.0;0.0;8.0;4.0;0;0;0;0
632197 -22691.0;0.0;8.0;4.0;0;0;0;0
632269 -22740.0;0.0;8.0;4.0;0;0;0;0
632342 -22805.0;0.0;8.0;4.0;0;0;0;0
632425 -22867.0;0.0;8.0;4.0;0;0;0;0
632507 -22930.0;0.0;8.0;4.0;0;0;0;0
632590 -22994.0;0.0;8.0;4.0;0;0;0;0
632682 -23074.0;0.0;8.0;4.0;0;0;0;0
632786 -23154.0;0.0;8.0;4.0;0;0;0;0
632889 -23234.0;0.0;8.0;4.0;0;0;0;0
633013 -23330.0;0.0;8.0;4.0;0;0;0;0
633077 -23394.0;0.0;8.0;4.0;0;0;0;0
633150 -23444.0;0.0;8.0;4.0;0;0;0;0
633223 -23506.0;0.0;8.0;4.0;0;0;0;0
633286 -23554.0;0.0;8.0;4.0;0;0;0;0
633368 -23618.0;0.0;8.0;4.0;0;0;0;0
633450 -23684.0;0.0;8.0;4.0;0;0;0;0
633523 -23747.0;0.0;8.0;4.0;0;0;0;0
633625 -23825.0;0.0;8.0;4.0;0;0;0;0
633719 -23908.0;0.0;8.0;4.0;0;0;0;0
633824 -23984.0;0.0;8.0;4.0;0;0;0;0
633928 -24068.0;0.0;8.0;4.0;0;0;0;0
634041 -24165.0;0.0;8.0;4.0;0;0;0;0
634103 -24210.0;0.0;8.0;4.0;0;0;0;0
634186 -24274.0;0.0;8.0;4.0;0;0;0;0
634248 -24326.0;0.0;8.0;4.0;0;0;0;0
634320 -24387.0;0.0;8.0;4.0;0;0;0;0
634403 -24451.0;0.0;8.0;4.0;0;0;0;0
634485 -24515.0;0.0;8.0;4.0;0;0;0;0
634568 -24580.0;0.0;8.0;4.0;0;0;0;0
634661 -24660.0;0.0;8.0;4.0;0;0;0;0
634744 -24726.0;0.0;8.0;4.0;0;0;0;0
634867 -24821.0;0.0;8.0;4.0;0;0;0;0
634970 -24901.0;0.0;8.0;4.0;0;0;0;0
635063 -24981.0;0.0;8.0;4.0;0;0;0;0
635125 -25027.0;0.0;8.0;4.0;0;0;0;0
635207 -25093.0;0.0;8.0;4.0;0;0;0;0
635280 -25157.0;0.0;8.0;4.0;0;0;0;0
635343 -25207.0;0.0;8.0;4.0;0;0;0;0
635426 -25269.0;0.0;8.0;4.0;0;0;0;0
635508 -25333.0;0.0;8.0;4.0;0;0;0;0
635591 -25397.0;0.0;8.0;4.0;0;0;0;0
635684 -25477.0;0.0;8.0;4.0;0;0;0;0
635786 -25558.0;0.0;8.0;4.0;0;0;0;0
635890 -25637.0;0.0;8.0;4.0;0;0;0;0
636004 -25733.0;0.0;8.0;4.0;0;0;0;0
636086 -25797.0;0.0;8.0;4.0;0;0;0;0
636148 -25848.0;0.0;8.0;4.0;0;0;0;0
636230 -25908.0;0.0;8.0;4.0;0;0;0;0
636303 -25973.0;0.0;8.0;4.0;0;0;0;0
636366 -26021.0;0.0;8.0;4.0;0;0;0;0
636449 -26087.0;0.0;8.0;4.0;0;0;0;0
636531 -26150.0;0.0;8.0;4.0;0;0;0;0
636623 -26230.0;0.0;8.0;4.0;0;0;0;0
636706 -26292.0;0.0;8.0;4.0;0;0;0;0
636810 -26372.0;0.0;8.0;4.0;0;0;0;0
636913 -26452.0;0.0;8.0;4.0;0;0;0;0
637027 -26547.0;0.0;8.0;4.0;0;0;0;0
637100 -26611.0;0.0;8.0;4.0;0;0;0;0
637163 -26660.0;0.0;8.0;4.0;0;0;0;0
637246 -26725.0;0.0;8.0;4.0;0;0;0;0
637308 -26771.0;0.0;8.0;4.0;0;0;0;0
637391 -26835.0;0.0;8.0;4.0;0;0;0;0
637463 -26899.0;0.0;8.0;4.0;0;0;0;0
637546 -26965.0;0.0;8.0;4.0;0;0;0;0
637629 -27025.0;0.0;8.0;4.0;0;0;0;0
637732 -27108.0;0.0;8.0;4.0;0;0;0;0
637825 -27188.0;0.0;8.0;4.0;0;0;0;0
637927 -27264.0;0.0;8.0;4.0;0;0;0;0
